Ax,Ay,Az,Gx,Gy,Gz,Label
-0.2743,-0.0527,0.1527,34.02,-88.55,-59.71,B
-0.2552,0.0386,0.0888,38.78,-127.75,-94.64,B
-0.141,0.2425,-0.0068,45.22,-154.49,-135.66,B
0.0551,0.0981,0.1425,28.63,-227.22,-206.5,B
0.224,-0.1747,0.3694,1.05,-315.21,-251.44,B
0.4431,-0.4046,0.5719,-32.76,-347.41,-261.59,B
0.5666,-0.692,0.6803,-45.92,-356.23,-252.98,B
0.6861,-0.9872,0.632,-24.92,-355.11,-222.46,B
0.7037,-1.1746,0.853,24.71,-366.03,-170.17,B
0.6974,-1.2639,1.2473,60.76,-350.49,-123.97,B
0.7291,-1.3269,1.7378,73.71,-308.21,-68.53,B
0.7554,-1.0536,1.71,43.26,-158.34,-11.2,B
0.834,-0.9882,1.627,-40.88,-50.4,51.66,B
0.6446,-0.5246,0.9023,-82.6,-78.4,-21.28,B
0.6598,-0.7091,1.0575,52.71,-34.72,6.72,B
0.6852,-0.7618,1.403,24.08,-25.62,39.06,B
0.6554,-0.7369,1.3718,-10.71,18.2,56.98,B
0.6998,-0.8052,1.4391,53.06,89.18,69.86,B
0.6154,-0.8594,1.4894,-25.76,100.87,86.45,B
0.672,-0.9316,1.4855,-3.29,154.21,118.86,B
0.651,-0.71,1.0756,10.92,210.7,145.74,B
0.5217,-0.426,0.7115,30.31,173.81,137.55,B
0.4494,-0.243,0.5905,42.49,122.15,87.5,B
0.3465,-0.1835,0.6856,30.24,55.44,32.83,B
0.3128,-0.3987,0.9667,5.95,32.69,-3.99,B
0.2977,-0.67,1.2322,-25.34,50.54,1.89,B
0.2884,-0.7915,1.2107,-57.82,84.56,33.11,B
0.2786,-0.7462,0.9233,-38.36,97.93,60.13,B
0.2416,-0.6783,0.7725,-1.12,92.68,66.15,B
0.1991,-0.6891,0.8345,18.97,79.94,68.95,B
0.1747,-0.6378,0.9365,19.88,85.26,74.9,B
0.1298,-0.5993,0.9789,9.8,96.88,76.44,B
0.122,-0.6339,1.0038,-15.26,112.28,71.05,B
0.102,-0.7793,0.8974,-17.64,123.34,79.8,B
0.0786,-0.7623,0.8174,3.92,122.29,98.56,B
0.0527,-0.6471,0.753,19.25,120.12,100.1,B
0.0034,-0.8067,0.8164,29.61,108.43,92.82,B
-0.0151,-0.6886,0.7257,49.0,106.54,113.75,B
-0.0791,-0.4807,0.7403,64.54,93.38,105.28,B
-0.1322,-0.3162,0.8169,53.97,81.9,78.33,B
-0.1674,-0.2279,0.8574,37.87,72.31,52.15,B
-0.1708,-0.3792,0.8877,17.15,71.54,19.39,B
-0.1806,-0.5148,0.8511,11.83,68.18,17.64,B
-0.1913,-0.6681,0.7788,19.11,60.2,25.62,B
-0.185,-0.6324,0.8291,33.6,53.34,55.44,B
-0.2006,-0.4104,0.8608,41.02,55.51,65.94,B
-0.2308,-0.2294,0.9101,34.65,51.45,48.51,B
-0.2596,-0.1606,0.9906,15.82,49.63,27.65,B
-0.2582,-0.1318,1.016,-6.23,58.59,8.61,B
-0.2606,-0.1625,0.8594,-17.29,63.98,-6.79,B
-0.2679,-0.1435,0.7183,-18.9,56.7,-19.32,B
-0.2679,-0.1088,0.7139,-9.8,39.27,-37.03,B
-0.2367,-0.205,0.9726,-22.75,39.2,-56.21,B
-0.1981,-0.3675,0.874,-24.85,59.15,-50.68,B
-0.2181,-0.3743,0.7452,-11.69,57.4,-44.31,B
-0.2396,-0.2547,0.7579,-11.48,49.14,-49.49,B
-0.2391,-0.0981,0.8247,-23.66,54.39,-69.93,B
-0.242,-0.1122,0.6622,-37.94,61.25,-99.47,B
-0.2557,-0.2767,0.466,-43.4,52.64,-119.07,B
-0.2533,-0.4002,0.3065,-40.39,31.29,-125.02,B
-0.2655,-0.5007,0.2538,-22.75,1.82,-121.59,B
-0.2679,-0.5622,0.3323,-18.55,-19.88,-115.78,B
-0.2508,-0.5783,0.3148,-16.66,-27.44,-110.39,B
-0.243,-0.7588,0.3767,-22.33,-36.4,-101.85,B
-0.2255,-0.876,0.2743,-19.95,-33.11,-80.5,B
-0.2435,-0.978,0.1415,-5.46,-46.62,-59.29,B
-0.2372,-1.0048,0.1303,11.9,-63.7,-35.0,B
-0.224,-0.9838,0.0493,31.78,-75.11,-17.15,B
-0.203,-0.9453,0.0551,49.98,-102.34,-0.42,B
-0.1825,-0.8198,0.1118,64.12,-140.35,3.08,B
-0.1474,-0.6061,0.4597,62.02,-178.22,-3.5,B
-0.1015,-0.5314,0.9082,14.7,-180.74,-28.49,B
-0.0493,-0.7559,1.1292,-38.43,-152.18,-44.8,B
-0.0137,-0.9335,1.1712,-67.9,-116.48,-29.33,B
0.0356,-1.1541,0.9272,-3.5,-89.11,13.72,B
0.0517,-1.0277,0.9521,10.92,-83.51,36.4,B
0.0903,-0.7998,0.9189,51.38,-107.94,42.35,B
0.1176,-0.5983,1.3479,80.22,-107.59,32.69,B
0.1523,-0.5314,1.7773,32.62,-73.64,38.01,B
0.1625,-0.4924,1.6363,-13.3,-18.48,46.69,B
0.1205,-0.4133,1.3888,-35.63,-0.07,42.42,B
0.1205,-0.4402,1.3991,-49.21,1.82,21.77,B
0.1464,-0.5719,1.3996,-55.79,17.78,18.76,B
0.1298,-0.652,1.2698,-36.96,32.2,28.98,B
0.1142,-0.7198,1.1878,-23.94,45.36,38.71,B
0.0859,-0.672,1.1004,-9.52,54.39,50.54,B
0.0405,-0.5973,1.1175,-2.24,56.21,49.98,B
0.0386,-0.5183,1.1214,-9.66,70.63,43.75,B
-0.0029,-0.4631,0.934,-12.04,82.46,24.71,B
-0.0493,-0.5075,0.7925,-8.82,77.14,1.26,B
-0.0527,-0.6066,0.7437,-4.9,73.57,-10.43,B
-0.0732,-0.6154,0.6525,8.61,71.61,-12.88,B
-0.0839,-0.5168,0.6544,11.48,62.44,-22.4,B
-0.0849,-0.5314,0.5348,13.23,53.76,-35.07,B
-0.0961,-0.7476,0.7427,19.11,47.74,-31.01,B
-0.0991,-0.6895,0.732,6.79,58.94,-9.24,B
-0.1293,-0.5495,0.6329,0.63,55.23,-12.18,B
-0.1464,-0.4875,0.57,-3.29,46.55,-22.82,B
-0.1566,-0.5065,0.4958,-4.97,39.55,-33.6,B
-0.1688,-0.5231,0.3967,4.97,27.65,-41.09,B
-0.1771,-0.5207,0.3836,14.91,9.31,-49.14,B
-0.1679,-0.5104,0.368,19.67,-2.31,-58.59,B
-0.1708,-0.5383,0.3138,25.41,-22.05,-65.94,B
-0.1757,-0.5114,0.3494,22.33,-44.8,-79.73,B
-0.1474,-0.6364,0.5061,10.99,-48.37,-86.45,B
-0.121,-0.7706,0.4846,9.73,-36.54,-71.26,B
-0.1039,-0.7998,0.3709,21.07,-53.55,-53.34,B
-0.0888,-0.7457,0.3372,26.95,-44.59,-43.96,B
-0.0464,-0.7286,0.3406,23.8,-53.41,-45.43,B
-0.0478,-0.8316,0.3001,47.81,-61.04,-42.21,B
-0.0795,-0.8481,0.3406,24.78,-92.05,-55.93,B
-0.0454,-1.0209,0.4729,34.51,-97.65,-47.53,B
-0.0429,-1.0795,0.5627,44.94,-79.24,-24.71,B
-0.0312,-1.0243,0.4329,70.7,-52.22,-5.6,B
0.0078,-0.9296,0.3211,98.84,-43.4,-6.16,B
0.0756,-0.9877,0.3836,104.72,-84.07,3.92,B
0.2152,-1.0956,0.6754,85.47,-123.9,47.32,B
0.2601,-0.835,1.0892,55.44,-161.56,102.55,B
0.2357,-0.4168,1.5226,9.94,-158.9,115.36,B
0.1947,-0.1547,1.7187,-71.82,-106.26,49.28,B
0.3123,-0.3548,1.6153,-76.86,-71.26,61.6,B
0.2513,-0.6486,1.4396,-57.54,-56.07,34.37,B
0.3357,-0.652,1.5753,-39.69,-42.0,82.95,B
0.1825,-0.4743,1.7426,-46.34,0.63,105.56,B
0.2479,-0.1337,1.7422,-278.04,20.09,141.26,B
0.306,-0.2586,1.018,-0.98,11.27,34.23,B
0.2318,-0.387,1.3757,106.82,7.63,-24.78,B
0.2108,-0.326,1.2507,80.43,58.52,-30.45,B
0.1469,-0.4192,0.8218,82.67,41.51,-52.78,B
0.1425,-0.549,0.9989,112.91,21.7,-41.16,B
0.1606,-0.4446,1.0692,52.85,37.66,-24.92,B
0.121,-0.4333,0.9706,-12.25,37.87,-11.83,B
0.0937,-0.5485,0.7671,-38.85,34.09,-12.18,B
0.0883,-0.6154,0.6632,-51.1,23.45,-4.69,B
0.0595,-0.6978,0.6349,-36.47,15.19,-3.15,B
0.0478,-0.7164,0.6461,-29.68,12.32,3.43,B
0.0327,-0.6803,0.6817,-21.77,3.99,10.71,B
0.021,-0.6378,0.6788,-14.42,6.72,2.73,B
0.0176,-0.6359,0.6959,-7.91,4.27,-2.94,B
0.0483,-0.6886,0.7017,-3.29,0.42,-3.36,B
0.0405,-0.6002,0.7022,-16.94,-7.63,-9.52,B
0.0581,-0.609,0.8154,-3.85,-23.8,-15.4,B
0.0791,-0.6476,0.9882,-11.34,-17.71,-18.69,B
0.0854,-0.7003,1.0268,-15.05,-3.85,-12.53,B
0.0732,-0.6593,0.9697,-12.32,7.63,-5.6,B
0.0693,-0.6154,0.9614,-12.32,11.27,-5.32,B
0.0747,-0.5876,0.9335,-11.2,17.5,-9.24,B
0.0756,-0.6163,0.9008,-14.63,21.7,-15.05,B
0.063,-0.7315,0.8179,-9.94,16.31,-15.05,B
0.0717,-0.7871,0.9174,-1.12,4.69,-4.83,B
0.0771,-0.7198,0.9819,-4.97,9.31,1.33,B
0.0771,-0.6964,0.9457,-7.84,21.14,-1.12,B
0.06,-0.774,0.9423,-14.7,28.56,-2.87,B
0.059,-0.8272,0.8721,-12.67,38.71,8.12,B
0.0395,-0.7706,0.774,4.62,40.53,15.05,B
0.0215,-0.7291,0.8545,6.93,31.57,12.74,B
0.0449,-0.8286,0.977,-10.99,44.03,21.49,B
0.0337,-0.7998,0.8477,-8.47,57.68,33.6,B
0.0049,-0.753,0.732,-4.48,49.49,33.81,B
-0.0244,-0.711,0.7715,-4.62,31.43,29.05,B
-0.0127,-0.856,1.0795,-29.12,33.6,30.24,B
0.0024,-0.8706,0.9292,-26.46,70.07,52.15,B
-0.0742,-0.8076,0.5885,11.2,56.7,61.81,B
-0.1108,-0.6715,0.6446,26.74,31.57,55.79,B
-0.1327,-0.6051,0.8272,28.98,26.25,39.97,B
-0.1225,-0.771,1.0311,6.23,42.28,37.59,B
-0.1308,-0.8408,0.875,5.46,60.76,53.55,B
-0.1606,-0.7413,0.6974,18.34,58.24,62.58,B
-0.1952,-0.6373,0.6759,30.66,41.3,56.35,B
-0.2308,-0.5744,0.7569,33.67,24.29,41.37,B
-0.2157,-0.6456,0.9111,14.42,26.67,32.13,B
-0.2186,-0.69,0.7769,10.85,29.26,36.4,B
-0.2298,-0.6481,0.7208,13.44,18.34,37.24,B
-0.2123,-0.6695,0.835,5.74,21.91,34.72,B
-0.2128,-0.6725,0.7871,6.79,31.08,39.9,B
-0.2338,-0.6993,0.8589,7.42,33.18,44.94,B
-0.2303,-0.6227,0.835,3.78,46.34,54.67,B
-0.2464,-0.53,0.692,3.08,52.64,50.26,B
-0.2552,-0.6066,0.5973,5.18,38.78,41.79,B
-0.2542,-0.6041,0.6183,6.93,27.65,45.29,B
-0.2547,-0.5856,0.6617,3.92,27.79,52.22,B
-0.2835,-0.5065,0.568,10.29,29.96,58.73,B
-0.3065,-0.3997,0.4939,33.53,18.69,53.76,B
-0.3338,-0.3621,0.5514,15.54,6.79,39.83,B
-0.3304,-0.3509,0.673,0.7,6.44,30.94,B
-0.3162,-0.3445,0.6583,2.31,12.25,26.53,B
-0.324,-0.3709,0.5871,0.28,11.55,25.2,B
-0.3396,-0.4934,0.5446,1.47,2.1,20.51,B
-0.3231,-0.4914,0.7232,-2.66,4.62,19.18,B
-0.3089,-0.5129,0.6407,7.7,19.32,34.58,B
-0.3299,-0.387,0.5568,21.56,19.18,39.97,B
-0.3499,-0.2806,0.5334,22.47,10.08,27.86,B
-0.3611,-0.1918,0.5266,19.32,-1.75,12.53,B
-0.368,-0.1566,0.5373,13.51,-10.5,-6.51,B
-0.3436,-0.2235,0.4412,12.95,-18.41,-23.66,B
-0.3357,-0.3411,0.4333,22.19,-44.1,-29.05,B
-0.2957,-0.283,0.4729,28.35,-57.96,-32.62,B
-0.2938,-0.1801,0.4119,38.36,-70.84,-46.13,B
-0.2518,-0.0161,0.2411,42.63,-91.63,-73.29,B
-0.1518,0.182,0.0327,53.34,-125.44,-104.79,B
0.0093,0.3826,-0.1952,62.44,-151.55,-148.19,B
0.2489,0.528,-0.3933,112.63,-286.79,-247.66,B
0.6198,0.3035,0.1752,84.35,-488.6,-364.0,B
1.0863,-0.2123,0.6183,-24.85,-569.94,-413.91,B
1.219,-1.1834,0.8686,-48.86,-590.24,-363.93,B
0.9721,-2.5732,2.2868,27.02,-723.24,-261.66,B
1.1458,-1.8271,2.3731,17.85,-295.4,-31.15,B
0.9443,-1.0643,1.5226,5.88,-68.67,19.74,B
0.7603,-0.6622,0.9326,46.27,-95.69,4.55,B
0.7842,-0.4089,1.1346,53.9,-162.82,-15.61,B
0.815,-0.4011,1.4699,-24.43,-77.63,-11.34,B
0.7462,-0.4475,1.1356,-105.7,-0.7,13.86,B
0.6276,-0.608,0.6163,-73.5,-18.69,6.3,B
0.7296,-0.5007,1.3498,27.58,66.71,-19.53,B
0.7491,-0.6095,0.9467,-6.79,107.59,-29.75,B
0.6398,-0.6856,0.6481,74.34,63.14,-18.41,B
0.6398,-0.5768,0.876,106.05,52.08,16.52,B
0.5817,-0.4865,0.8281,86.45,57.61,7.14,B
0.5431,-0.4119,0.7174,57.75,50.82,10.71,B
0.5261,-0.3553,0.795,33.11,34.86,6.58,B
0.5358,-0.4924,0.9609,-3.29,25.69,15.47,B
0.5607,-0.6193,1.1673,-35.91,50.89,32.48,B
0.5836,-0.7359,1.2483,-73.78,94.85,64.26,B
0.57,-0.8642,1.2127,-102.76,139.72,108.01,B
0.3841,-0.835,1.0599,-87.71,143.29,141.4,B
0.4577,-0.8823,1.2625,-83.72,130.62,159.25,B
0.527,-0.8608,1.2483,-96.39,187.25,187.67,B
0.5197,-0.6212,0.8086,-56.56,222.32,214.06,B
0.385,-0.5378,0.9501,-41.51,199.01,189.14,B
0.4216,-0.6051,0.9404,-55.3,214.76,172.97,B
0.3309,-0.8638,0.8447,-39.13,219.8,175.91,B
0.283,-0.8642,0.6061,50.4,216.65,199.92,B
0.1025,-0.529,0.5187,72.24,178.15,202.3,B
0.0244,-0.4665,0.8784,65.66,148.33,156.1,B
-0.019,-0.5246,1.0712,43.05,166.18,137.41,B
-0.0483,-0.5573,0.9692,33.46,192.36,135.31,B
-0.1078,-0.5334,0.4963,55.93,196.0,142.17,B
-0.2172,-0.2674,0.4231,82.46,150.5,136.22,B
-0.3074,-0.081,0.5407,80.92,110.6,87.85,B
-0.324,-0.2211,0.8438,46.62,94.22,43.12,B
-0.3802,-0.304,0.6778,34.86,96.04,35.63,B
-0.4221,-0.185,0.5383,23.73,68.11,28.21,B
-0.4314,-0.2908,0.7213,16.59,46.83,6.93,B
-0.3743,-0.4202,1.1819,-30.31,88.27,18.55,B
-0.3743,0.0268,1.2185,-60.34,129.43,26.46,B
-0.388,0.4177,1.2693,-95.41,197.26,-28.14,B
-0.3772,0.4978,1.0341,-136.29,255.71,-106.54,B
-0.327,0.3314,0.5026,-167.02,286.58,-202.93,B
-0.2386,-0.1606,0.367,-188.02,280.42,-252.14,B
-0.2284,-0.429,0.083,-157.15,262.36,-261.38,B
-0.2416,-0.7052,-0.3211,-94.64,210.77,-254.17,B
-0.3362,-0.8891,-0.489,-50.33,133.21,-235.76,B
-0.2996,-1.0551,-0.4714,-8.33,43.4,-203.0,B
-0.2577,-0.876,-0.5344,50.4,-2.24,-160.3,B
-0.2635,-0.6881,-0.4841,114.66,-76.23,-156.03,B
-0.1806,-0.7183,-0.4387,152.39,-154.21,-165.41,B
-0.0722,-0.7715,-0.3021,188.65,-245.49,-172.83,B
-0.1078,-1.462,0.203,185.71,-346.01,-150.15,B
0.1025,-1.7348,0.5329,144.41,-323.33,-54.53,B
-0.0234,-1.7944,0.5895,154.91,-334.04,28.91,B
0.1879,-1.6582,0.325,184.73,-343.07,116.55,B
0.2923,-0.8291,0.7393,205.8,-368.83,214.41,B
0.2479,0.0234,1.1424,193.9,-313.39,197.82,B
0.1864,0.4929,1.3039,104.86,-230.23,100.66,B
-0.0215,-0.0093,1.3161,64.33,-179.69,-20.93,B
0.0791,-0.5607,1.8134,-64.33,-106.33,-30.17,B
0.1401,-0.7813,1.6636,-59.36,-62.09,-36.05,B
0.1806,-1.0804,1.7441,-39.06,12.53,5.25,B
0.1747,-1.0282,1.5845,23.8,98.91,58.31,B
0.0932,-0.6612,1.3576,8.75,128.17,72.45,B
0.083,-0.3035,1.2664,-53.48,167.3,61.74,B
0.0054,-0.3362,1.2849,-90.79,202.16,23.66,B
-0.0156,-0.5226,0.9872,-135.66,225.68,8.89,B
-0.0454,-0.6061,0.6681,-142.24,210.21,9.17,B
-0.1303,-0.6456,0.6368,-137.97,189.0,3.99,B
-0.1405,-0.6354,0.5905,-121.31,188.3,3.5,B
-0.184,-0.6778,0.4221,-81.48,175.21,-4.2,B
-0.1972,-0.4763,0.4802,-52.43,173.25,-10.29,B
-0.2054,-0.425,0.5807,-64.4,172.83,-50.05,B
-0.2147,-0.4138,0.3689,-67.9,170.8,-84.91,B
-0.2318,-0.6559,0.2333,-1.68,164.01,-107.03,B
-0.2367,-0.8516,0.0869,16.87,122.71,-107.45,B
-0.185,-0.8501,0.0698,38.64,69.44,-107.87,B
-0.2035,-0.7979,0.0893,56.28,41.86,-116.34,B
-0.1488,-0.7452,-0.1,87.99,-0.49,-117.04,B
-0.083,-0.5002,-0.1664,120.61,-62.58,-119.49,B
-0.0844,-0.55,-0.0303,142.59,-134.26,-143.43,B
-0.0122,-0.6978,0.1176,143.64,-202.58,-170.31,B
0.0976,-0.8023,0.1503,157.43,-248.85,-168.14,B
0.2372,-0.9589,0.1405,181.3,-294.07,-145.04,B
0.3362,-1.0414,0.1254,224.49,-351.54,-98.49,B
0.467,-0.9965,0.3509,253.89,-399.14,-53.9,B
0.5636,-1.0887,0.3172,269.08,-427.7,-11.34,B
0.5129,-0.9135,0.8115,343.56,-504.35,26.04,B
0.7462,-0.9282,1.5992,276.57,-474.67,69.16,B
0.9409,-0.7852,2.1887,140.56,-288.82,145.74,B
0.6705,-0.6237,1.9993,119.0,-95.9,148.54,B
0.6212,-0.7769,1.7807,-67.48,42.84,183.05,B
0.6012,-0.4392,1.2698,-14.91,88.06,172.76,B
0.5446,-0.1649,1.4147,51.45,77.56,124.39,B
0.5056,-0.2957,1.0843,17.64,136.43,119.0,B
0.3675,-0.3841,1.1771,7.35,105.63,126.98,B
0.3514,-0.427,0.792,-18.06,136.78,154.56,B
0.2557,-0.1889,0.7086,-4.62,98.0,134.47,B
0.1947,-0.1459,0.7418,-27.3,75.32,85.68,B
0.1454,-0.3084,0.7442,-47.46,55.51,52.29,B
0.1293,-0.5207,0.7276,-55.51,46.41,41.23,B
0.1205,-0.5529,0.5324,-41.93,40.53,39.13,B
0.0952,-0.4782,0.5144,-16.73,21.77,24.01,B
0.0644,-0.4465,0.5348,-3.22,-12.18,-8.19,B
0.0503,-0.3509,0.7266,0.7,-29.89,-28.21,B
0.0917,-0.53,0.5485,-21.14,-53.83,-48.79,B
0.0366,-0.7852,0.8286,7.98,-45.08,-26.18,B
0.1366,-0.5651,0.7788,-32.69,-43.68,-57.12,B
0.183,-0.4982,0.5973,-42.77,-58.73,-79.73,B
0.2308,-0.6412,0.6686,-15.96,-70.77,-85.54,B
0.2069,-0.8135,0.9501,8.47,-72.17,-73.08,B
0.2425,-0.9745,1.1278,16.73,-38.78,-47.95,B
0.2557,-0.9887,1.1468,33.25,9.66,0.84,B
0.2342,-0.7662,1.0072,40.25,39.27,18.69,B
0.2333,-0.5915,0.9013,44.73,42.77,9.52,B
0.2181,-0.6407,0.9941,35.35,44.8,-2.45,B
0.2079,-0.752,1.1936,11.48,61.39,10.01,B
0.2567,-0.7798,1.1849,-20.02,109.34,38.01,B
0.2298,-0.8369,1.015,-29.4,137.62,69.44,B
0.2357,-0.8384,0.9048,-23.94,131.18,75.32,B
0.1923,-1.0248,1.0843,13.65,125.16,94.36,B
0.2206,-1.1326,1.279,-23.66,189.35,134.89,B
0.2181,-0.7515,0.7096,13.02,194.81,152.39,B
0.0459,-0.366,0.4524,74.9,161.84,147.14,B
-0.0571,-0.3543,0.8481,60.34,135.73,95.83,B
-0.0791,-0.5758,1.2068,-5.88,146.16,74.55,B
-0.0381,-0.5544,1.0189,-61.39,181.51,101.01,B
-0.1035,-0.5617,0.3553,-56.35,191.59,96.32,B
-0.2523,-0.6037,0.0708,-8.26,110.81,82.67,B
-0.303,-0.5597,0.588,6.37,49.28,75.18,B
-0.2908,-0.774,0.7066,4.2,59.71,65.94,B
-0.324,-0.6261,0.6422,25.83,57.61,97.65,B
-0.385,-0.4226,0.6934,25.06,51.24,82.25,B
-0.3953,-0.4451,0.8184,4.55,54.04,60.55,B
-0.425,-0.3733,0.6778,-3.99,55.23,47.81,B
-0.4563,-0.3719,0.5841,-5.25,47.53,27.3,B
-0.4538,-0.428,0.5022,-10.15,35.28,14.56,B
-0.4709,-0.5475,0.5783,-14.84,13.86,9.03,B
-0.4558,-0.5939,0.6686,-24.08,13.79,14.77,B
-0.4636,-0.6407,0.7764,-28.42,14.0,21.42,B
-0.468,-0.6334,0.6871,-32.69,22.05,28.63,B
-0.4826,-0.5309,0.5651,-35.7,15.75,40.81,B
-0.4851,-0.4709,0.5661,4.83,12.04,27.72,B
-0.4919,-0.4168,0.5104,16.31,12.53,24.43,B
-0.4973,-0.4626,0.59,8.61,-3.01,18.13,B
-0.4948,-0.3733,0.5954,8.75,-4.13,10.29,B
-0.4948,-0.4304,0.6949,10.5,-9.45,-9.73,B
-0.4363,-0.6242,0.9174,-11.27,3.99,-11.76,B
-0.4582,-0.5627,0.6281,-1.96,21.98,-1.26,B
-0.4646,-0.5075,0.3411,36.12,5.67,-3.99,B
-0.4665,-0.3528,0.426,53.97,-24.29,-10.64,B
-0.4709,-0.2499,0.5719,51.1,-37.38,-32.34,B
-0.4285,-0.1332,0.4665,54.11,-38.29,-52.99,B
-0.3938,-0.0259,0.0996,65.59,-65.73,-80.85,B
-0.3143,0.1864,-0.0239,77.28,-122.5,-121.94,B
-0.0068,0.2176,0.0795,58.24,-170.73,-184.31,B
0.0532,0.2113,0.1562,36.54,-224.49,-230.93,B
0.2162,-0.0556,0.2206,29.05,-298.97,-310.17,B
0.4875,-0.3499,0.3606,3.43,-401.73,-345.45,B
0.6442,-0.6803,0.8257,-12.46,-489.72,-331.45,B
0.6471,-1.1619,1.1727,-39.34,-463.33,-300.93,B
0.6637,-2.1316,1.7519,5.11,-487.41,-257.11,B
0.6242,-1.708,1.8207,51.17,-244.16,-78.75,B
0.6007,-1.0512,1.3244,72.52,-104.3,-17.92,B
0.4948,-0.6437,0.9511,90.44,-96.46,-3.29,B
0.4968,-0.3719,0.9165,57.33,-103.95,-10.36,B
0.5007,-0.3299,1.0838,19.39,-95.34,-23.73,B
0.5485,-0.4221,1.0565,-43.12,-44.1,-22.61,B
0.5324,-0.5744,0.9023,-53.06,-23.24,-7.42,B
0.591,-0.69,0.9828,22.54,-13.37,-12.95,B
0.5846,-0.7681,0.9306,66.36,15.82,-9.38,B
0.5529,-0.6315,0.9438,107.73,21.0,-23.73,B
0.5534,-0.5719,0.956,114.52,49.7,-14.35,B
0.4982,-0.4953,0.9155,98.0,36.33,9.31,B
0.4802,-0.4055,0.8804,47.25,31.01,16.94,B
0.4568,-0.4304,0.8711,3.01,23.66,19.74,B
0.4529,-0.4792,0.9004,-36.47,16.94,28.98,B
0.4499,-0.5085,0.8882,-65.87,17.08,36.33,B
0.429,-0.5856,1.0394,-72.17,11.69,36.61,B
0.4729,-0.8721,1.4294,-120.19,57.4,64.33,B
0.4543,-0.8525,1.1161,-108.78,156.31,115.85,B
0.3543,-0.6368,0.7701,-53.83,143.43,128.17,B
0.224,-0.7432,1.096,-55.3,104.86,107.66,B
0.2884,-0.8857,1.1639,-71.47,126.91,123.9,B
0.3523,-1.0487,1.2185,-74.48,171.78,151.62,B
0.4246,-1.0565,0.7418,-27.3,200.9,211.4,B
0.3655,-0.7159,0.7218,30.45,190.68,239.05,B
0.2879,-0.4055,0.7042,52.08,187.74,229.39,B
0.1498,-0.2499,0.8862,45.71,185.01,177.8,B
0.0566,-0.3343,0.7584,32.9,196.84,136.85,B
-0.0239,-0.5139,0.8589,17.08,190.05,107.52,B
-0.0903,-0.5744,0.612,26.04,180.39,107.31,B
-0.1191,-0.4524,0.4021,45.29,148.96,102.83,B
-0.2303,-0.3802,0.4992,64.82,98.35,80.78,B
-0.2562,-0.3187,0.4987,56.35,85.54,57.61,B
-0.3279,-0.3216,0.4797,56.7,49.56,35.21,B
-0.3499,-0.3196,0.6905,31.71,25.41,14.07,B
-0.3631,-0.3304,0.7725,4.76,21.42,0.0,B
-0.3699,-0.3963,0.7544,-12.11,16.59,-19.74,B
-0.3719,-0.4587,0.6398,-25.62,11.97,-29.89,B
-0.3636,-0.51,0.6178,-17.29,7.49,-26.6,B
-0.3626,-0.5622,0.5539,-1.26,-7.84,-19.04,B
-0.3558,-0.529,0.6798,3.85,-16.66,-10.57,B
-0.3621,-0.4817,0.8115,-0.07,-15.26,-13.58,B
-0.3479,-0.4729,0.9618,-21.49,0.49,-16.59,B
-0.3245,-0.4782,1.0433,-42.35,23.87,-19.25,B
-0.3089,-0.3597,1.3469,-81.76,78.61,-14.77,B
-0.3621,-0.2996,1.2063,-97.58,128.24,-36.89,B
-0.2801,-0.0717,1.2483,-119.84,182.28,-69.16,B
-0.3138,-0.0512,0.8769,-146.3,228.06,-140.14,B
-0.2435,-0.3699,0.507,-134.61,224.7,-196.35,B
-0.2777,-0.7164,0.1742,-91.98,188.09,-210.63,B
-0.2162,-0.8032,0.1479,-69.37,139.58,-185.85,B
-0.2416,-0.6437,0.2733,-42.14,121.87,-181.93,B
-0.2381,-0.7144,0.062,-18.55,92.26,-193.76,B
-0.2328,-0.8657,-0.1147,24.64,33.6,-196.21,B
-0.1879,-1.0453,0.1288,51.24,-33.95,-184.24,B
-0.1684,-1.1502,0.3143,68.95,-59.36,-150.57,B
-0.1718,-1.0936,0.4416,77.14,-65.87,-122.92,B
-0.144,-1.1034,0.4568,67.41,-72.59,-102.69,B
-0.1,-1.1034,0.3089,71.82,-83.16,-75.74,B
-0.042,-1.2478,0.0756,94.78,-113.75,-36.89,B
0.0634,-1.2986,-0.0981,137.55,-148.4,23.45,B
0.0547,-1.0731,0.4475,157.78,-201.53,64.4,B
-0.0117,-1.2903,0.4119,142.52,-221.41,95.97,B
0.0537,-1.3913,0.2674,185.15,-274.4,147.35,B
0.2577,-1.0575,0.2601,258.86,-336.7,218.47,B
0.3738,-0.1703,1.0272,257.6,-349.79,253.26,B
0.3528,0.8359,1.9715,128.24,-247.24,195.16,B
0.1288,0.4475,1.5128,17.01,-77.77,-0.56,B
0.0488,-0.3065,0.9731,-37.03,-108.99,-70.42,B
0.0366,-0.7788,1.5845,-42.14,-127.61,-57.75,B
0.1635,-0.9584,1.7475,-58.1,-1.68,-11.97,B
0.122,-0.8838,1.3264,-15.19,55.23,36.47,B
0.1454,-0.6442,0.8589,2.45,71.05,52.71,B
0.0825,-0.3909,0.5856,25.97,41.86,47.67,B
0.0376,-0.3294,0.8355,1.75,9.52,20.93,B
0.0283,-0.5519,0.9697,-25.83,20.3,6.02,B
